user,location,content,time
Quizzomaniac,,"Once #EACRvirtualcongress is done this week, there's @recomb2020 to look forward to next week, followed by #AACR la… https://t.co/53V1oTqmAI",2020-06-18 15:06:55
hajirasouliha,"New York, USA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 14:59:12
scientistvan,"Philadelphia, PA",Free virtual conference for anyone interested in learning more about applications and methods in Computational Biol… https://t.co/s0oYgHqQ8g,2020-06-18 14:55:54
recomb2020,"Padova, Italy",We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of… https://t.co/EyPXpJNqhu,2020-06-18 14:50:47
Arvind_k_Iyer,"New Delhi, India",Interesting talk by @MariaRoCompBio for @recomb2020  #recombccb2020 #science #cancer #research #excited #learning… https://t.co/LOqTUbfXit,2020-06-18 14:06:11
Zhiyun_G,"Pittsburgh, PA",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-18 13:09:39
krassowski_m,"Oxford, England","@recomb2020 I registered for both the main conference back in May and for the CCB satellite this week, but have not… https://t.co/dMu2ETBEFf",2020-06-18 13:00:51
rosi_mosqueta,"Berlin, Germany",@recomb2020 it will be possible to record the talks? I’m specially interested in the CCB satellite meeting. #RECOMB2020,2020-06-18 12:18:15
kzkedzierska,"Oxford, England",RT @ewa_szczurek: RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You…,2020-06-18 11:27:51
ngsstudent,,RT @ewa_szczurek: RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You…,2020-06-18 05:08:53
ShadiShafighi,,RT @ewa_szczurek: RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You…,2020-06-17 20:07:37
XuanCindyLi,Bethesda MD,"@recomb2020 Hi RECOMB committee, when are we going to hear about how to attend the virtual main conference and sate… https://t.co/l4R37qRUXP",2020-06-17 19:43:25
krassowski_m,"Oxford, England","Two #multiomics talks tomorrow at the @recomb2020
 conference (virtual, no registration fee, still open!):
- MONET:… https://t.co/nSHeE5Mzsf",2020-06-17 19:23:32
krassowski_m,"Oxford, England",RT @ewa_szczurek: RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You…,2020-06-17 19:17:35
asbonerw,"New York, NY",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 15:40:48
MervinFansler,"New York, NY",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 15:06:36
MervinFansler,"New York, NY",RT @ewa_szczurek: RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You…,2020-06-17 15:03:26
EngIPM,"Belfer Research Building 413 East 69th Street, New York, NY📍",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 12:55:20
hajirasouliha,"New York, USA",RT @ewa_szczurek: RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You…,2020-06-17 12:25:10
ewa_szczurek,,RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :)… https://t.co/PEB7kKISWl,2020-06-17 08:30:19
vandinfa,,RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 04:33:02
jgreiter,"Palo Alto, CA",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 02:40:12
ozgursahin1905,"Columbia, SC",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 02:18:57
UCLAQCBio,"Los Angeles, CA",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 01:06:17
CFlensburg,"WEHI, Melbourne","@hajirasouliha @recomb2020 Looks very interesting, thanks for reminding!

Do you know if the talks will be recorded… https://t.co/tAGJytX6I2",2020-06-17 01:00:07
CFlensburg,"WEHI, Melbourne",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 00:58:44
anna_m_ritz,"Portland, OR",RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-17 00:18:54
serghei_mangul,Santa Monica,RT @hajirasouliha: We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB) @recomb2020 m…,2020-06-16 23:52:18
hajirasouliha,"New York, USA",We already have a record number of participants for our upcoming RECOMB Computational Cancer Biology (CCB)… https://t.co/PMPOYABlM9,2020-06-16 23:20:20
Ebh_mayra,Edinburgh,#RECOMB2020 a group computational molecular biology conferences is entirely online and it's free of charge https://t.co/SCF5hXUezR,2020-06-15 22:57:02
BuffaFrancesca,"University of Oxford, Oxford, UK",RT @saezlab: Check out the @DR_E_A_M session @recomb2020 on #singlecells w. our @attila_gbr (signaling in breast cancer) + J. Tanevski (pre…,2020-06-14 21:10:01
roramirezf94,"Heidelberg, Alemania",RT @saezlab: Check out the @DR_E_A_M session @recomb2020 on #singlecells w. our @attila_gbr (signaling in breast cancer) + J. Tanevski (pre…,2020-06-14 11:40:42
FrezzaLab,"Cambridge, England",RT @saezlab: Check out the @DR_E_A_M session @recomb2020 on #singlecells w. our @attila_gbr (signaling in breast cancer) + J. Tanevski (pre…,2020-06-14 10:19:11
saezlab,"Heidelberg, Germany, & Aachen",Check out the @DR_E_A_M session @recomb2020 on #singlecells w. our @attila_gbr (signaling in breast cancer) + J. Ta… https://t.co/0fbtGjRe33,2020-06-14 09:49:14
khalimurt,"Москва, Россия",RT @DR_E_A_M: Please check the session on Dream challenges @recomb2020 special topic on #singlecells https://t.co/NIrG2psn7K June 25th 9AM…,2020-06-13 19:37:44
DR_E_A_M,,Please check the session on Dream challenges @recomb2020 special topic on #singlecells https://t.co/NIrG2psn7K June 25th 9AM EST,2020-06-13 19:34:51
